목록순위,차량ID,차량명,가격,연식,최초등록일,주행거리,사고여부,소유이력,렌트이력,내차피해,주의이력,상세URL
6,61374972,제네시스 GV70 가솔린 터보 2.5 스포츠 2WD,"4,600만원",23년 7월식,23년 7월식,"29,749km",무사고,총 1회,없음,없음,없음,https://m.kcar.com/bc/detail/CarInfoDtl?i_sCarCd=EC61374972
8,61391655,제네시스 GV70 가솔린 터보 2.5 스포츠 AWD,"4,550만원",23년 12월식(24년형),23년 12월식(24년형),"9,441km",무사고,총 1회,없음,없음,없음,https://m.kcar.com/bc/detail/CarInfoDtl?i_sCarCd=EC61391655
11,61329973,제네시스 GV70 가솔린 터보 2.5 AWD,"4,290만원 4,490만원",23년 6월식,23년 6월식,"31,197km",무사고,총 3회,없음,없음,없음,https://m.kcar.com/bc/detail/CarInfoDtl?i_sCarCd=EC61329973
20,61371312,제네시스 GV70 가솔린 터보 2.5 스포츠 2WD,"4,380만원",24년 1월식,24년 1월식,"16,778km",무사고,총 1회,없음,없음,없음,https://m.kcar.com/bc/detail/CarInfoDtl?i_sCarCd=EC61371312
