목록순위,차량ID,차량명,가격,연식,최초등록일,주행거리,사고여부,소유이력,렌트이력,내차피해,주의이력,상세URL
6,61329973,제네시스 GV70 가솔린 터보 2.5 AWD,"4,490만원 4,770만원",23년 6월식,23년 6월식,"31,197km",무사고,총 3회,없음,없음,없음,https://m.kcar.com/bc/detail/CarInfoDtl?i_sCarCd=EC61329973
7,61374972,제네시스 GV70 가솔린 터보 2.5 스포츠 2WD,"4,750만원",23년 7월식,23년 7월식,"29,749km",무사고,총 1회,없음,없음,없음,https://m.kcar.com/bc/detail/CarInfoDtl?i_sCarCd=EC61374972
8,61329189,제네시스 GV70 가솔린 터보 2.5 AWD,"4,640만원 4,740만원",23년 6월식,23년 6월식,"43,299km",무사고,총 1회,없음,없음,없음,https://m.kcar.com/bc/detail/CarInfoDtl?i_sCarCd=EC61329189
11,61371312,제네시스 GV70 가솔린 터보 2.5 스포츠 2WD,"4,650만원",24년 1월식,24년 1월식,"16,778km",무사고,총 1회,없음,없음,없음,https://m.kcar.com/bc/detail/CarInfoDtl?i_sCarCd=EC61371312
13,61379255,제네시스 GV70 가솔린 터보 2.5 AWD,"4,620만원",24년 1월식,24년 1월식,"21,736km",무사고,총 1회,없음,없음,없음,https://m.kcar.com/bc/detail/CarInfoDtl?i_sCarCd=EC61379255
22,61382012,제네시스 GV70 가솔린 터보 2.5 AWD,"4,390만원",23년 12월식(24년형),23년 12월식(24년형),"36,572km",무사고,"없이 한분이 운행하시던 "" 1인 소유 "" 차량입니다.",없음,없음,없음,https://m.kcar.com/bc/detail/CarInfoDtl?i_sCarCd=EC61382012
25,61385205,제네시스 GV70 가솔린 터보 2.5 AWD,"4,320만원",23년 6월식,23년 6월식,"55,535km",무사고,총 0회,없음,없음,없음,https://m.kcar.com/bc/detail/CarInfoDtl?i_sCarCd=EC61385205
