목록순위,차량ID,차량명,가격,연식,최초등록일,주행거리,사고여부,소유이력,렌트이력,내차피해,주의이력,상세URL
3,61329651,제네시스 GV70 가솔린 터보 2.5 AWD,"4,960만원",23년 10월식(24년형),23년 10월식(24년형),"17,412km",무사고,총 3회,없음,없음,없음,https://m.kcar.com/bc/detail/CarInfoDtl?i_sCarCd=EC61329651
4,61331766,제네시스 GV70 가솔린 터보 2.5 AWD,"4,880만원",24년 2월식,24년 2월식,"40,268km",무사고,"없이 한분이 운행하시던 "" 1인 소유 "" 차량입니다.",없음,없음,없음,https://m.kcar.com/bc/detail/CarInfoDtl?i_sCarCd=EC61331766
5,61329189,제네시스 GV70 가솔린 터보 2.5 AWD,"4,840만원",23년 6월식,23년 6월식,"43,299km",무사고,총 1회,없음,없음,없음,https://m.kcar.com/bc/detail/CarInfoDtl?i_sCarCd=EC61329189
7,61329973,제네시스 GV70 가솔린 터보 2.5 AWD,"4,740만원 4,810만원",23년 6월식,23년 6월식,"31,197km",무사고,총 3회,없음,없음,없음,https://m.kcar.com/bc/detail/CarInfoDtl?i_sCarCd=EC61329973
